,ID_Gato,Raza,Edad,Enfermedad,Tratamiento,Resultado
829,830,British Shorthair,1,Enfermedad renal,Terapia de fluidos,Sin Cambio
830,831,Bengalí,2,Enfermedad renal,Terapia de fluidos,Deterioro
831,832,British Shorthair,15,Infección urinaria,Medicación tiroidea,Mejora
832,833,Siamés,12,Diabetes,Antihistamínicos,Mejora
833,834,Siamés,12,Enfermedad renal,Terapia de fluidos,Mejora
834,835,Ragdoll,11,Alergias,Terapia de fluidos,Sin Cambio
835,836,Bengalí,9,Infección urinaria,Antibióticos,Mejora
836,837,Ragdoll,2,Diabetes,Terapia de fluidos,Mejora
837,838,Ragdoll,3,Alergias,Insulina,Sin Cambio
838,839,Persa,4,Infección urinaria,Insulina,Deterioro
839,840,Siamés,15,Alergias,Insulina,Deterioro
840,841,Ragdoll,11,Alergias,Medicación tiroidea,Sin Cambio
841,842,Persa,9,Infección urinaria,Terapia de fluidos,Mejora
842,843,British Shorthair,2,Hipertiroidismo,Antibióticos,Sin Cambio
843,844,Siamés,7,Infección urinaria,Antihistamínicos,Sin Cambio
844,845,Ragdoll,12,Enfermedad renal,Insulina,Sin Cambio
845,846,Ragdoll,6,Infección urinaria,Antibióticos,Sin Cambio
846,847,British Shorthair,11,Infección urinaria,Medicación tiroidea,Mejora
847,848,Siamés,11,Infección urinaria,Antibióticos,Mejora
848,849,Bengalí,11,Diabetes,Medicación tiroidea,Mejora
849,850,Persa,7,Infección urinaria,Terapia de fluidos,Deterioro
850,851,Siamés,11,Infección urinaria,Insulina,Deterioro
851,852,Bengalí,6,Infección urinaria,Antihistamínicos,Mejora
852,853,Siamés,3,Diabetes,Insulina,Mejora
853,854,Siamés,6,Diabetes,Medicación tiroidea,Sin Cambio
854,855,Bengalí,6,Alergias,Terapia de fluidos,Mejora
855,856,Bengalí,2,Alergias,Terapia de fluidos,Mejora
856,857,British Shorthair,12,Alergias,Medicación tiroidea,Deterioro
857,858,Ragdoll,1,Infección urinaria,Antihistamínicos,Deterioro
858,859,Bengalí,2,Enfermedad renal,Medicación tiroidea,Mejora
859,860,British Shorthair,2,Infección urinaria,Terapia de fluidos,Sin Cambio
860,861,Siamés,14,Alergias,Terapia de fluidos,Sin Cambio
861,862,Persa,15,Alergias,Medicación tiroidea,Mejora
862,863,Siamés,13,Infección urinaria,Insulina,Sin Cambio
863,864,Ragdoll,5,Alergias,Terapia de fluidos,Mejora
864,865,British Shorthair,3,Enfermedad renal,Antihistamínicos,Sin Cambio
865,866,Ragdoll,13,Infección urinaria,Insulina,Sin Cambio
866,867,British Shorthair,9,Alergias,Antibióticos,Sin Cambio
867,868,Persa,11,Hipertiroidismo,Antihistamínicos,Deterioro
868,869,Siamés,6,Alergias,Insulina,Sin Cambio
869,870,Siamés,9,Infección urinaria,Terapia de fluidos,Sin Cambio
870,871,Siamés,11,Hipertiroidismo,Antibióticos,Sin Cambio
871,872,Ragdoll,12,Diabetes,Terapia de fluidos,Mejora
872,873,Persa,10,Hipertiroidismo,Antibióticos,Sin Cambio
873,874,Persa,9,Infección urinaria,Antibióticos,Mejora
874,875,Ragdoll,4,Hipertiroidismo,Antibióticos,Deterioro
875,876,Siamés,5,Enfermedad renal,Medicación tiroidea,Mejora
876,877,British Shorthair,13,Alergias,Antihistamínicos,Deterioro
877,878,Bengalí,10,Enfermedad renal,Terapia de fluidos,Sin Cambio
878,879,Persa,6,Diabetes,Medicación tiroidea,Sin Cambio
879,880,Bengalí,15,Alergias,Antibióticos,Mejora
880,881,British Shorthair,7,Infección urinaria,Insulina,Sin Cambio
881,882,Ragdoll,13,Diabetes,Antibióticos,Deterioro
882,883,Ragdoll,5,Alergias,Terapia de fluidos,Sin Cambio
883,884,Siamés,12,Infección urinaria,Medicación tiroidea,Mejora
884,885,Persa,6,Alergias,Terapia de fluidos,Mejora
885,886,Siamés,5,Enfermedad renal,Terapia de fluidos,Mejora
886,887,Persa,8,Enfermedad renal,Antibióticos,Mejora
887,888,British Shorthair,7,Enfermedad renal,Terapia de fluidos,Mejora
888,889,Siamés,12,Diabetes,Medicación tiroidea,Mejora
889,890,Ragdoll,13,Hipertiroidismo,Insulina,Mejora
890,891,Siamés,9,Infección urinaria,Insulina,Mejora
891,892,Persa,2,Enfermedad renal,Antihistamínicos,Sin Cambio
892,893,Persa,14,Infección urinaria,Terapia de fluidos,Deterioro
893,894,British Shorthair,10,Enfermedad renal,Insulina,Mejora
894,895,Persa,14,Enfermedad renal,Medicación tiroidea,Sin Cambio
895,896,Bengalí,11,Enfermedad renal,Antibióticos,Mejora
896,897,Ragdoll,14,Diabetes,Insulina,Sin Cambio
897,898,Persa,10,Enfermedad renal,Antihistamínicos,Mejora
898,899,British Shorthair,6,Hipertiroidismo,Antibióticos,Mejora
899,900,Persa,14,Enfermedad renal,Medicación tiroidea,Mejora
900,901,British Shorthair,10,Diabetes,Medicación tiroidea,Sin Cambio
901,902,Ragdoll,15,Alergias,Insulina,Mejora
902,903,Persa,15,Infección urinaria,Antibióticos,Mejora
903,904,Ragdoll,2,Enfermedad renal,Antihistamínicos,Mejora
904,905,Siamés,13,Infección urinaria,Medicación tiroidea,Deterioro
905,906,British Shorthair,13,Alergias,Insulina,Sin Cambio
906,907,Persa,7,Diabetes,Insulina,Sin Cambio
907,908,Bengalí,14,Enfermedad renal,Antihistamínicos,Sin Cambio
908,909,British Shorthair,4,Enfermedad renal,Medicación tiroidea,Mejora
909,910,Ragdoll,8,Hipertiroidismo,Terapia de fluidos,Mejora
910,911,British Shorthair,14,Alergias,Terapia de fluidos,Deterioro
911,912,Persa,7,Enfermedad renal,Antibióticos,Mejora
912,913,British Shorthair,4,Hipertiroidismo,Medicación tiroidea,Mejora
913,914,Bengalí,2,Infección urinaria,Medicación tiroidea,Mejora
914,915,Siamés,8,Hipertiroidismo,Terapia de fluidos,Mejora
915,916,Persa,13,Hipertiroidismo,Antibióticos,Mejora
916,917,Siamés,8,Infección urinaria,Terapia de fluidos,Sin Cambio
917,918,Bengalí,6,Alergias,Insulina,Sin Cambio
918,919,Persa,12,Diabetes,Antihistamínicos,Mejora
919,920,Ragdoll,4,Infección urinaria,Insulina,Deterioro
920,921,Siamés,13,Hipertiroidismo,Antihistamínicos,Mejora
921,922,British Shorthair,10,Alergias,Antibióticos,Sin Cambio
922,923,Ragdoll,2,Hipertiroidismo,Antibióticos,Mejora
923,924,Bengalí,1,Infección urinaria,Insulina,Sin Cambio
924,925,Persa,11,Hipertiroidismo,Insulina,Mejora
925,926,British Shorthair,7,Diabetes,Antibióticos,Sin Cambio
926,927,Ragdoll,2,Alergias,Insulina,Deterioro
927,928,Siamés,8,Diabetes,Antihistamínicos,Mejora
928,929,Ragdoll,2,Enfermedad renal,Terapia de fluidos,Deterioro
929,930,Ragdoll,9,Enfermedad renal,Insulina,Mejora
930,931,Ragdoll,9,Alergias,Terapia de fluidos,Sin Cambio
931,932,British Shorthair,8,Alergias,Antibióticos,Sin Cambio
932,933,Siamés,6,Hipertiroidismo,Insulina,Mejora
933,934,Bengalí,2,Infección urinaria,Antihistamínicos,Sin Cambio
934,935,Persa,3,Alergias,Medicación tiroidea,Mejora
935,936,Siamés,8,Alergias,Medicación tiroidea,Mejora
936,937,Siamés,9,Infección urinaria,Medicación tiroidea,Mejora
937,938,Bengalí,14,Infección urinaria,Antihistamínicos,Sin Cambio
938,939,Ragdoll,8,Infección urinaria,Insulina,Deterioro
939,940,Bengalí,12,Alergias,Medicación tiroidea,Mejora
940,941,Bengalí,12,Diabetes,Insulina,Deterioro
941,942,Ragdoll,12,Diabetes,Antibióticos,Mejora
942,943,Siamés,3,Infección urinaria,Antihistamínicos,Sin Cambio
943,944,Persa,15,Infección urinaria,Antihistamínicos,Mejora
944,945,Siamés,12,Enfermedad renal,Medicación tiroidea,Mejora
945,946,Bengalí,4,Enfermedad renal,Antibióticos,Deterioro
946,947,Bengalí,6,Hipertiroidismo,Antihistamínicos,Mejora
947,948,Ragdoll,10,Alergias,Antihistamínicos,Mejora
948,949,Bengalí,12,Hipertiroidismo,Antihistamínicos,Mejora
949,950,Siamés,11,Diabetes,Insulina,Deterioro
950,951,British Shorthair,6,Diabetes,Antihistamínicos,Sin Cambio
951,952,British Shorthair,8,Infección urinaria,Antibióticos,Mejora
952,953,Persa,6,Enfermedad renal,Medicación tiroidea,Mejora
953,954,Bengalí,1,Hipertiroidismo,Medicación tiroidea,Deterioro
954,955,Persa,13,Hipertiroidismo,Terapia de fluidos,Mejora
955,956,British Shorthair,9,Diabetes,Antibióticos,Sin Cambio
956,957,British Shorthair,6,Enfermedad renal,Medicación tiroidea,Mejora
957,958,Siamés,10,Alergias,Antihistamínicos,Sin Cambio
958,959,British Shorthair,15,Hipertiroidismo,Antibióticos,Sin Cambio
959,960,Siamés,9,Enfermedad renal,Insulina,Sin Cambio
960,961,Ragdoll,12,Enfermedad renal,Antibióticos,Mejora
961,962,Persa,8,Enfermedad renal,Terapia de fluidos,Sin Cambio
962,963,Ragdoll,15,Alergias,Terapia de fluidos,Deterioro
963,964,Siamés,15,Diabetes,Antibióticos,Deterioro
964,965,Bengalí,13,Alergias,Terapia de fluidos,Sin Cambio
965,966,Bengalí,11,Hipertiroidismo,Insulina,Deterioro
966,967,Siamés,13,Alergias,Insulina,Sin Cambio
967,968,Bengalí,2,Enfermedad renal,Insulina,Mejora
968,969,Bengalí,9,Diabetes,Antibióticos,Mejora
969,970,Persa,9,Diabetes,Terapia de fluidos,Mejora
970,971,Bengalí,10,Alergias,Terapia de fluidos,Sin Cambio
971,972,Persa,15,Diabetes,Antihistamínicos,Mejora
972,973,Bengalí,4,Alergias,Insulina,Mejora
973,974,Siamés,9,Hipertiroidismo,Medicación tiroidea,Mejora
974,975,Siamés,6,Infección urinaria,Antibióticos,Mejora
975,976,Siamés,14,Diabetes,Insulina,Mejora
976,977,Ragdoll,4,Infección urinaria,Medicación tiroidea,Deterioro
977,978,Ragdoll,14,Alergias,Antihistamínicos,Deterioro
978,979,Siamés,7,Alergias,Medicación tiroidea,Mejora
979,980,Siamés,12,Hipertiroidismo,Antihistamínicos,Mejora
980,981,Bengalí,11,Enfermedad renal,Terapia de fluidos,Sin Cambio
981,982,Persa,7,Enfermedad renal,Antibióticos,Mejora
982,983,Siamés,6,Hipertiroidismo,Insulina,Deterioro
983,984,Siamés,9,Enfermedad renal,Insulina,Mejora
984,985,Persa,7,Infección urinaria,Terapia de fluidos,Mejora
985,986,Persa,10,Diabetes,Antibióticos,Sin Cambio
986,987,Siamés,2,Infección urinaria,Medicación tiroidea,Mejora
987,988,Persa,4,Hipertiroidismo,Insulina,Mejora
988,989,Siamés,8,Diabetes,Terapia de fluidos,Mejora
989,990,Persa,12,Alergias,Antibióticos,Mejora
990,991,Persa,9,Enfermedad renal,Insulina,Mejora
991,992,British Shorthair,15,Enfermedad renal,Terapia de fluidos,Deterioro
992,993,British Shorthair,11,Diabetes,Terapia de fluidos,Mejora
993,994,Persa,6,Alergias,Antibióticos,Sin Cambio
994,995,Ragdoll,1,Enfermedad renal,Terapia de fluidos,Sin Cambio
995,996,Siamés,2,Enfermedad renal,Antihistamínicos,Sin Cambio
996,997,Persa,4,Hipertiroidismo,Antibióticos,Sin Cambio
997,998,British Shorthair,13,Hipertiroidismo,Insulina,Mejora
998,999,Siamés,11,Diabetes,Antibióticos,Mejora
999,1000,Persa,13,Hipertiroidismo,Antihistamínicos,Deterioro
